# ccx tau_xx tau_yy tau_zz cp yplus
0.21666 -0.000111584 -4.79511e-06 -3.10849e-22 -4.62113 1.13715
0.214657 -0.000109494 -6.20611e-06 -9.05728e-39 -4.67594 1.1252
0.212664 -0.000129764 -4.34029e-06 3.95395e-38 -4.82024 1.22267
0.210684 -0.000151807 1.97355e-06 1.00936e-23 -4.7374 1.35493
0.208714 -0.000145807 2.72533e-06 -1.01384e-23 -4.64401 1.34641
0.206755 -0.000136103 1.4918e-06 -1.63404e-22 -4.62634 1.30121
0.204807 -0.000131814 1.17316e-06 1.6451e-22 -4.61654 1.28105
0.202869 -0.000128314 7.65346e-07 1.55182e-22 -4.62065 1.26436
0.200943 -0.00012574 3.57968e-07 1.04224e-23 -4.63718 1.252
0.199029 -0.000122844 -8.04041e-07 -1.67658e-22 -4.66935 1.2379
0.197126 -0.000133927 -1.6358e-07 -1.67566e-22 -4.76652 1.29285
0.195233 -0.000164803 6.86916e-06 1.04521e-23 -4.78531 1.45542
0.193352 -0.000168554 1.18306e-05 6.19275e-27 -4.56543 1.50982
0.191482 -0.000150802 8.70673e-06 -2.11657e-23 -4.52755 1.4303
0.189624 -0.000145843 8.39884e-06 -6.72734e-22 -4.47722 1.40959
0.187778 -0.000140743 7.78688e-06 0 -4.44838 1.38746
0.185942 -0.0001369 7.28193e-06 -4.59177e-41 -4.42631 1.37106
0.184116 -0.000133248 6.6467e-06 -6.8619e-22 -4.42177 1.35516
0.182301 -0.000128612 4.90124e-06 -7.21942e-22 -4.43397 1.33366
0.180496 -0.000158042 9.9434e-06 1.08805e-23 -4.56498 1.48216
0.178705 -0.000172969 1.81498e-05 1.40048e-21 -4.30942 1.59371
0.176927 -0.000153888 1.4677e-05 -3.42562e-27 -4.25035 1.50984
0.17516 -0.000147609 1.4023e-05 1.42284e-21 -4.18578 1.48351
0.173403 -0.000141344 1.31141e-05 1.12009e-23 -4.14253 1.45612
0.171657 -0.000136807 1.24735e-05 -2.25609e-23 -4.11136 1.43692
0.169921 -0.000132851 1.17657e-05 2.90755e-21 -4.09113 1.42014
0.168195 -0.000128703 1.0607e-05 1.14264e-23 -4.0904 1.40163
0.166479 -0.000138543 1.17179e-05 -1.45932e-21 -4.15055 1.45878
0.164776 -0.000172004 2.05822e-05 5.6766e-24 -4.15481 1.64677
0.163089 -0.000175753 2.6706e-05 -5.69743e-24 -3.88051 1.70306
0.161415 -0.000153791 2.19672e-05 1.47403e-21 -3.81737 1.59879
0.15975 -0.000147515 2.11753e-05 1.83671e-39 -3.73344 1.57291
0.158097 -0.000140473 1.99111e-05 7.34684e-40 -3.67436 1.54137
0.156453 -0.000135323 1.901e-05 -1.51868e-21 -3.62541 1.51919
0.154819 -0.000131202 1.81898e-05 -7.90927e-28 -3.59066 1.50197
0.153196 -0.000126844 1.70353e-05 5.98471e-24 -3.56743 1.48254
0.151582 -0.000141452 1.99971e-05 3.05064e-21 -3.61772 1.57282
0.149982 -0.000163321 2.78839e-05 -7.78765e-38 -3.51337 1.71464
0.148397 -0.000158185 2.96895e-05 5.99289e-24 -3.33153 1.71027
0.146825 -0.000143333 2.63588e-05 -1.5561e-21 -3.25828 1.63565
0.145263 -0.000137246 2.52582e-05 -6.11496e-24 -3.17996 1.60878
0.143711 -0.000131248 2.40231e-05 1.58451e-21 -3.11813 1.581
0.142169 -0.000126568 2.30704e-05 -1.59092e-21 -3.06507 1.56015
0.140637 -0.000122726 2.22319e-05 -1.60291e-21 -3.0224 1.54363
0.139114 -0.000119097 2.13766e-05 3.15914e-38 -2.98909 1.52776
0.137602 -0.000127917 2.34534e-05 6.28591e-24 -2.99968 1.59145
0.136101 -0.000142413 2.88016e-05 -6.28712e-24 -2.91983 1.69647
0.134614 -0.000138582 2.99222e-05 -1.61341e-21 -2.78253 1.69035
0.13314 -0.00012699 2.7163e-05 1.80892e-27 -2.72236 1.62634
0.131676 -0.000122016 2.61234e-05 -6.45362e-24 -2.6579 1.60275
0.130221 -0.000116974 2.49719e-05 -1.65984e-21 -2.60632 1.57744
0.128776 -0.000112979 2.40679e-05 -1.68639e-21 -2.56186 1.55825
0.127341 -0.000109711 2.32946e-05 1.69269e-21 -2.5261 1.54328
0.125915 -0.000107239 2.26938e-05 -1.70357e-21 -2.49876 1.53339
0.124499 -0.000111144 2.37668e-05 -6.64172e-24 -2.49675 1.56926
0.123094 -0.000131323 2.97056e-05 6.60171e-24 -2.48667 1.71845
0.121705 -0.000133735 3.35865e-05 -1.69328e-21 -2.3116 1.75302
0.120329 -0.000117825 2.94149e-05 -1.72071e-21 -2.26398 1.65414
0.118963 -0.000113518 2.84377e-05 -6.79596e-24 -2.19767 1.63294
0.117607 -0.000108174 2.70651e-05 -1.75591e-21 -2.14759 1.60278
0.116259 -0.000104298 2.61061e-05 0 -2.1022 1.58241
0.114921 -0.000100947 2.52397e-05 3.57103e-21 -2.06452 1.56509
0.113593 -9.8505e-05 2.45791e-05 0 -2.03307 1.55415
0.112273 -9.64997e-05 2.42618e-05 -3.61579e-21 -2.00971 1.54664
0.110963 -0.000110203 2.79218e-05 -1.56463e-27 -2.02602 1.66187
0.109666 -0.000118608 3.2479e-05 7.03865e-24 -1.90946 1.73738
0.108384 -0.000109559 3.09289e-05 1.81496e-21 -1.83901 1.68029
0.107113 -0.000103049 2.91597e-05 0 -1.78544 1.63891
0.10585 -9.86045e-05 2.79269e-05 -3.70927e-21 -1.73734 1.61222
0.104597 -9.4844e-05 2.68704e-05 -1.87171e-21 -1.6953 1.58994
0.103354 -9.16983e-05 2.59895e-05 7.37504e-24 -1.65848 1.5719
0.102119 -8.91941e-05 2.52967e-05 1.89565e-21 -1.62663 1.55867
0.100893 -8.74107e-05 2.48088e-05 7.48929e-24 -1.5993 1.55125
0.0996756 -8.64381e-05 2.48151e-05 2.0102e-28 -1.57884 1.5513
0.0984672 -0.000100012 2.83332e-05 1.89592e-21 -1.58747 1.67671
0.0972726 -0.000104154 3.19929e-05 1.91613e-21 -1.47072 1.72049
0.096092 -9.20753e-05 2.8551e-05 -1.94519e-21 -1.43958 1.62688
0.0949203 -8.92552e-05 2.77386e-05 3.83589e-24 -1.39404 1.61077
0.0937573 -8.53851e-05 2.65696e-05 1.9828e-21 -1.35892 1.58413
0.0926031 -8.26481e-05 2.57465e-05 2.00064e-21 -1.32642 1.56698
0.0914575 -8.02425e-05 2.50321e-05 -2.01751e-21 -1.29836 1.5523
0.0903205 -7.84807e-05 2.45245e-05 -2.0334e-21 -1.27394 1.54331
0.0891921 -7.74299e-05 2.42677e-05 -2.0465e-21 -1.2533 1.54109
0.0880721 -7.73788e-05 2.46484e-05 2.93874e-39 -1.23919 1.54949
0.0869606 -9.14205e-05 2.84822e-05 3.94783e-24 -1.24867 1.69134
0.0858637 -9.60603e-05 3.23642e-05 2.03184e-21 -1.14439 1.73829
0.0847815 -8.44947e-05 2.89874e-05 2.06564e-21 -1.11515 1.63971
0.0837081 -8.16828e-05 2.80763e-05 -2.0922e-21 -1.07417 1.62106
0.082643 -7.8037e-05 2.68826e-05 2.11355e-21 -1.04195 1.59315
